"De","Para"
"C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Comercial\Protesto titulos cartorio Brazopolis Santander banco itau 2014.txt","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Empresarial\Protesto titulos cartorio Brazopolis Santander banco itau 2014.txt"
"C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalho\peticao ROSALINA BARBOSA LOPES VIEIRA 01666-2006-140-03-00-0.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\peticao ROSALINA BARBOSA LOPES VIEIRA 01666-2006-140-03-00-0.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Processual\STJ Agravo Regimental Mandado Seguranca Satisfativa Liminar.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Recursos\Outros\STJ Agravo Regimental Mandado Seguranca Satisfativa Liminar.doc"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Alemao\Estudo alemao formacao adjetivos curso idioma.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Estudo alemao formacao adjetivos curso idioma.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Analise Articulo 164 Ato Citacao Nulidade Processo Civil Italiano\Consolo domanda 234.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Consolo domanda 234.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Decreto 3.453 1865 Regulamento Legislacao Hipotecaria\DIM3453 impressao.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\DIM3453 impressao.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Consumedor\Editorial CDC 20 anos 2010.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Editorial CDC 20 anos 2010.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Consumidor\Editorial CDC pessoas juridicas STJ 2010.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Editorial CDC pessoas juridicas STJ 2010.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Educacao\Politica fundos financiamento educacao FUNDEF FUNDEB Jose Marcelino Rezende Pinto.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Politica fundos financiamento educacao FUNDEF FUNDEB Jose Marcelino Rezende Pinto.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\a guarda dos filhos - RECIVIL.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\a guarda dos filhos - RECIVIL.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Lei 10446 - alimentos gravidicos.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Lei 10446 - alimentos gravidicos.docx"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Lei 12318 - alienacao parental.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Lei 12318 - alienacao parental.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Lei 6515 - divorcio.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Lei 6515 - divorcio.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Lei 8560 - investigacao de paternidade.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Lei 8560 - investigacao de paternidade.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Lei 8971 - uniao estavel.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Lei 8971 - uniao estavel.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Lei 9278 - uniao estavel.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Lei 9278 - uniao estavel.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Familia e Sucessoes\Principios notariais na sucessao testamentaria.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Principios notariais na sucessao testamentaria.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Forum Zero Lucilene Coutinho medida provisoria\Forum Zero.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Forum Zero.doc"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Lingua Portuguesa\Ein Spaziergang durch Leipzig Adjetivos comparativos lingua alemao.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Portugues\Ein Spaziergang durch Leipzig Adjetivos comparativos lingua alemao.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\aplicacao do CDC aos servicos notariais.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\aplicacao do CDC aos servicos notariais.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Artigo panorama corrupco trajetoria palavra latim historia fenomeno humanidade.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Artigo panorama corrupco trajetoria palavra latim historia fenomeno humanidade.docx"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Bom Dia Brasil - projeto limita em 10% a multa para remarcacao de passagens aereas.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Bom Dia Brasil - projeto limita em 10% a multa para remarcacao de passagens aereas.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Civil Justice between Efficiency Quality Ius Commune CEPE.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Civil Justice between Efficiency Quality Ius Commune CEPE.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Direito e novas tecnologias - o desafio juridico diante das relacoes de consumo na internet - Vinicius Jensen e Hugo Ferreira.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Direito e novas tecnologias - o desafio juridico diante das relacoes de consumo na internet - Vinicius Jensen e Hugo Ferreira.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Horoscopo dia personalizado Personare Sol conjuncao lua 25 04 2016.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Horoscopo dia personalizado Personare Sol conjuncao lua 25 04 2016.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo complementar - direito do consumidor - aula 03 - Fabricio Bolzan - 22-09-2011.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo complementar - direito do consumidor - aula 03 - Fabricio Bolzan - 22-09-2011.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo complementar - direito do consumidor - aula 04 - Fabricio Bolzan - 13-10-2011.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo complementar - direito do consumidor - aula 04 - Fabricio Bolzan - 13-10-2011.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo complementar - direito do consumidor - aula 05 - Fabricio Bolzan - 27-10-2011.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo complementar - direito do consumidor - aula 05 - Fabricio Bolzan - 27-10-2011.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo complementar - direito do consumidor - aula 07 - Fabricio Bolzan - 01-12-2011.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo complementar - direito do consumidor - aula 07 - Fabricio Bolzan - 01-12-2011.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo federal complementar - direito do consumidor - aula 01 - Fabricio Bolzan - 11-08-2011 - material apoio.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo federal complementar - direito do consumidor - aula 01 - Fabricio Bolzan - 11-08-2011 - material apoio.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo federal complementar - direito do consumidor - aula 01 - Fabricio Bolzan - 11-08-2011 - material professor.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo federal complementar - direito do consumidor - aula 01 - Fabricio Bolzan - 11-08-2011 - material professor.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Intensivo federal complementar - direito do consumidor - aula 02 - Fabricio Bolzan - 25-08-2011.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Intensivo federal complementar - direito do consumidor - aula 02 - Fabricio Bolzan - 25-08-2011.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\JOTA - deve haver equilibrio entre regulacao bancaria e defesa do consumidor.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\JOTA - deve haver equilibrio entre regulacao bancaria e defesa do consumidor.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Luz bendita Francisco Candido Xavier Rubens Silvio Germinhasi Instituto Divulgacao Editora.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Luz bendita Francisco Candido Xavier Rubens Silvio Germinhasi Instituto Divulgacao Editora.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Material estudo alemao condicional irreal.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Material estudo alemao condicional irreal.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Prazos no CDC - aula 05 - 03-11.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Prazos no CDC - aula 05 - 03-11.docx"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Principios e direitos basicos do consumidor, dialogo das fontes - aula 03 - 06-10.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Principios e direitos basicos do consumidor, dialogo das fontes - aula 03 - 06-10.docx"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\RQ - Direito do Consumidor - Fabricio Bolzan - aula 01.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\RQ - Direito do Consumidor - Fabricio Bolzan - aula 01.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\RQ - Direito do Consumidor - Fabricio Bolzan - aula 02.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\RQ - Direito do Consumidor - Fabricio Bolzan - aula 02.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\sumulas e jurisprudencia comentadas - direito consumidor - Fabricio Bolzan - aula 01 - Ricardo.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\sumulas e jurisprudencia comentadas - direito consumidor - Fabricio Bolzan - aula 01 - Ricardo.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Taquicardia ventricular polimorfica catecolaminergica doenca arritmogenica genetica.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Taquicardia ventricular polimorfica catecolaminergica doenca arritmogenica genetica.docx"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Transporte aereo de idosos.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Transporte aereo de idosos.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Tribunal Superior Eleitoral audiencia publica eleicoes 2016 seguranca sistemas eleitorais.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Tribunal Superior Eleitoral audiencia publica eleicoes 2016 seguranca sistemas eleitorais.pdf"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Outros\Volumetria jurimetria inteligencia artificial gestao processos TSE.docx","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Volumetria jurimetria inteligencia artificial gestao processos TSE.docx"
"C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Relatorio Documentos Consulta Prefeito Eleicoes 2012\prefeito eleicoes 2012 gabinete DT.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\prefeito eleicoes 2012 gabinete DT.doc"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Administrativo\Diario judiciario eletronico TJMG 21 marco 2012.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Diario judiciario eletronico TJMG 21 marco 2012.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Circulares e memorandos\Circular Correios DATER DR MG Convenioscomunidades eleitorais agosto 2010.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Oficios e memorandos\Circular Correios DATER DR MG Convenioscomunidades eleitorais agosto 2010.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Documentos pessoais\Ficha cadastral CLT ECT Empresa Brasileira Correios Telegrafos agosto 2013 (2).pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Ficha cadastral CLT ECT Empresa Brasileira Correios Telegrafos agosto 2013 (2).pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Documentos pessoais\Ficha cadastral CLT ECT Empresa Brasileira Correios Telegrafos agosto 2013.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Ficha cadastral CLT ECT Empresa Brasileira Correios Telegrafos agosto 2013.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Documentos pessoais\Matricula TSE.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Matricula TSE.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Documentos pessoais\Termo de casamento.doc","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Termo de casamento.doc"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Documentos pessoais\Transferencia interestadual de placa - POLO.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Transferencia interestadual de placa - POLO.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Fontes Referencia Juiz Consultora Advogado Promotor\Fontes de Referencia.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Fontes de Referencia.doc"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Mensagem passo a passo PGFn Tabeliao\Mensagem 06.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Mensagem 06.doc"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Plano carreiras cargos salarios progressoes promocoes\Parte III.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Parte III.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2014\documento 10-09-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\documento 10-09-2014.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2015\23-04-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\23-04-2015.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2015\26-11-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\26-11-2015.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2015\documento 01-09-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\documento 01-09-2015.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2015\documento 14-04-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\documento 14-04-2015.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2016\25-10-2016 - PROT 13855 e 13856.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\25-10-2016 - PROT 13855 e 13856.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Log Cartorio Upload Confirmacao Brazopolis 2016\documento 07-10-2016 - PROT 13758.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\documento 07-10-2016 - PROT 13758.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Protesto Duplicata 2327B Caixa Economica Federal 06-01-2014\R029.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\R029.doc"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Registro Protesto Duplicata DMI 1662.07.07 Banco Itau 28-01-2014\R013.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\R013.doc"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Relatorios e atas\Relatorio visita unidade Corsin CDD Floresta 2013.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Atas e sessoes\Relatorio visita unidade Corsin CDD Floresta 2013.doc"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Arquivo de log e confirmacao de remessa Itau Cartorio\log protesto titulo 109-04858197-8 Brazopolis 2015.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\log protesto titulo 109-04858197-8 Brazopolis 2015.pdf"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Arquivo protesto SERASA Concentre Brazopolis MG\C012803.txt","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\C012803.txt"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\DAE Secretaria Fazenda Minas Gerais Tabelionato Protesto Titulos 21-02-2014\FEV 2014 - 2o periodo.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\FEV 2014 - 2o periodo.pdf"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Extratos e movimentacao\EXTRATO CONTA CORRENTE - IZABEL DIAS ARAUJO - 2005.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\EXTRATO CONTA CORRENTE - IZABEL DIAS ARAUJO - 2005.pdf"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Formularios\Formulario INSS Previdencia Social Fatores Risco Ambiental.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\Formulario INSS Previdencia Social Fatores Risco Ambiental.pdf"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Lista servidores voucher CPF RG\Certificado digital.docx","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\Certificado digital.docx"
"C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Listas e planilhas\26-12-2021 - planilha casamento.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\26-12-2021 - planilha casamento.pdf"
