"ID","Full","Nome"
"12","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Boleto POUPEX - FGTS (2026-05-14).pdf","Boleto POUPEX - FGTS (2026-05-14).pdf"
"13","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Boleto Poupex - Tarifa de utilização do FGTS Pró-Cotista e CCI - 2026-05-04 - R$ 1.121,97.pdf","Boleto Poupex - Tarifa de utilização do FGTS Pró-Cotista e CCI - 2026-05-04 - R$ 1.121,97.pdf"
"14","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Boleto sinal R$ 105.942,00 UH 505 - Mykonos - 2026-01-12.pdf","Boleto sinal R$ 105.942,00 UH 505 - Mykonos - 2026-01-12.pdf"
"15","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Boleto Sinal R$ 52.627,00 UH 505 Mykonos - 2026-01-12.pdf","Boleto Sinal R$ 52.627,00 UH 505 Mykonos - 2026-01-12.pdf"
"16","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\CAIXA - Autorização forma de pagamento prestações habitacionais MO3844 assinado.pdf","CAIXA - Autorização forma de pagamento prestações habitacionais MO3844 assinado.pdf"
"17","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Certidão cartório 3º Ofício Brasília - compra e venda FHE (substituição) - Mykonos.pdf","Certidão cartório 3º Ofício Brasília - compra e venda FHE (substituição) - Mykonos.pdf"
"18","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Certidão positiva com efeito de negativa - IPTU e TLP - Mykonos - 2026.pdf","Certidão positiva com efeito de negativa - IPTU e TLP - Mykonos - 2026.pdf"
"19","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Certidão simplificada - Cartório Marcelo Ribas (RTD) - Mykonos.pdf","Certidão simplificada - Cartório Marcelo Ribas (RTD) - Mykonos.pdf"
"20","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Certidão simplificada - RTD Cartório Marcelo Ribas - Mykonos (Poupex).pdf","Certidão simplificada - RTD Cartório Marcelo Ribas - Mykonos (Poupex).pdf"
"21","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante de Inscrição CNPJ - Fundação Habitacional do Exército (FHE) 00.643.742-0001-35.pdf","Comprovante de Inscrição CNPJ - Fundação Habitacional do Exército (FHE) 00.643.742-0001-35.pdf"
"22","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante de pagamento ITBI - Mykonos - 2026.pdf","Comprovante de pagamento ITBI - Mykonos - 2026.pdf"
"23","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante de pagamento R$ 325.597,15 - UH 505 - FHE - 2026-05-18.pdf","Comprovante de pagamento R$ 325.597,15 - UH 505 - FHE - 2026-05-18.pdf"
"24","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante de pagamento R$ 52.627,00 UH 505 - FHE CAIXA (2026-01-12) - Mykonos.pdf","Comprovante de pagamento R$ 52.627,00 UH 505 - FHE CAIXA (2026-01-12) - Mykonos.pdf"
"25","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante pagamento avaliação POUPEX MYKONOS - Maurício.pdf","Comprovante pagamento avaliação POUPEX MYKONOS - Maurício.pdf"
"26","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante Pagamento Mykonos R$ 52.627,00 UH 505.pdf","Comprovante Pagamento Mykonos R$ 52.627,00 UH 505.pdf"
"27","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante pagamento R$ 105.942,00 UH 505 - FHE Mykonos - 2026-01-12.pdf","Comprovante pagamento R$ 105.942,00 UH 505 - FHE Mykonos - 2026-01-12.pdf"
"28","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante Pix cartório RGI Uniproof - Mykonos - 2026-06-25 - R$ 3.226,98.pdf","Comprovante Pix cartório RGI Uniproof - Mykonos - 2026-06-25 - R$ 3.226,98.pdf"
"29","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Comprovante situação cadastral CPF - Ana Carolina - 2026-01-19.pdf","Comprovante situação cadastral CPF - Ana Carolina - 2026-01-19.pdf"
"30","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Considerações sobre cálculos de resgate da Funpresp-Jud.docx","Considerações sobre cálculos de resgate da Funpresp-Jud.docx"
"31","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Conta-corrente Maurício - CAIXA (2025-11-17).pdf","Conta-corrente Maurício - CAIXA (2025-11-17).pdf"
"32","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Conta-salário Caixa - autorização de inclusão - MAURÍCIO.pdf","Conta-salário Caixa - autorização de inclusão - MAURÍCIO.pdf"
"33","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contracheque - Ana Carolina - IGESDF - 03-2026 (atualizado).pdf","Contracheque - Ana Carolina - IGESDF - 03-2026 (atualizado).pdf"
"34","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contracheque Ana Carolina - IGESDF (Médica Cardiologista) - 2025-11.pdf","Contracheque Ana Carolina - IGESDF (Médica Cardiologista) - 2025-11.pdf"
"35","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contracheque Ana Carolina IGESDF - 10-2025.pdf","Contracheque Ana Carolina IGESDF - 10-2025.pdf"
"36","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contracheque Câmara dos Deputados - Maurício - consultor legislativo (atualizado).pdf","Contracheque Câmara dos Deputados - Maurício - consultor legislativo (atualizado).pdf"
"37","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contracheque Maurício - Câmara dos Deputados (Consultor Legislativo).pdf","Contracheque Maurício - Câmara dos Deputados (Consultor Legislativo).pdf"
"38","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contrato de compra e venda Mykonos assinado - Pró-Cotista - 05130003107470-1.pdf","Contrato de compra e venda Mykonos assinado - Pró-Cotista - 05130003107470-1.pdf"
"39","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contrato de promessa de compra e venda UH 505 Mykonos - FHE (parte 2).pdf","Contrato de promessa de compra e venda UH 505 Mykonos - FHE (parte 2).pdf"
"40","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contrato promessa de compra e venda - UH 505 Reserva Mykonos (parte 1).pdf","Contrato promessa de compra e venda - UH 505 Reserva Mykonos (parte 1).pdf"
"41","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\CTPS Digital - Ana Carolina - emissão 2023-02-25.pdf","CTPS Digital - Ana Carolina - emissão 2023-02-25.pdf"
"42","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de 1ª aquisição imobiliária SFH MYKONOS - assinada - Maurício e Ana Carolina.pdf","Declaração de 1ª aquisição imobiliária SFH MYKONOS - assinada - Maurício e Ana Carolina.pdf"
"43","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de Ausência de Vínculo FHE - Ana Carolina (FORMGEOPI1-003 v.01).docx","Declaração de Ausência de Vínculo FHE - Ana Carolina (FORMGEOPI1-003 v.01).docx"
"44","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de ausência de vínculo FHE - Ana Carolina (FORMGEOPI1-003) - Mykonos.pdf","Declaração de ausência de vínculo FHE - Ana Carolina (FORMGEOPI1-003) - Mykonos.pdf"
"45","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de ausência de vínculo FHE - Maurício (FORMGEOPI1-003) - Mykonos.pdf","Declaração de ausência de vínculo FHE - Maurício (FORMGEOPI1-003) - Mykonos.pdf"
"46","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de ausência de vínculo FHE - Maurício.docx","Declaração de ausência de vínculo FHE - Maurício.docx"
"47","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de conhecimento dos critérios de prioridade FHE 2026 - Mykonos.pdf","Declaração de conhecimento dos critérios de prioridade FHE 2026 - Mykonos.pdf"
"48","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração de Conhecimento sobre Critérios de Prioridade da FHE 2026 - Maurício e Ana Carolina.docx","Declaração de Conhecimento sobre Critérios de Prioridade da FHE 2026 - Maurício e Ana Carolina.docx"
"49","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração Funcional Câmara dos Deputados - Maurício - posse 2025-12-08 (p. Caixa).pdf","Declaração Funcional Câmara dos Deputados - Maurício - posse 2025-12-08 (p. Caixa).pdf"
"50","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Declaração pagamento com recursos próprios - Mykonos.pdf","Declaração pagamento com recursos próprios - Mykonos.pdf"
"51","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\DEFIS 2024 - Meira Clínica Médica LTDA (exercício 2025) - Mykonos.pdf","DEFIS 2024 - Meira Clínica Médica LTDA (exercício 2025) - Mykonos.pdf"
"52","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\DEFIS 2024 - recibo de entrega - Meira Clínica Médica - Mykonos.pdf","DEFIS 2024 - recibo de entrega - Meira Clínica Médica - Mykonos.pdf"
"53","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\DEFIS 2025 - Meira Clínica Médica LTDA - ano-calendário 2025.pdf","DEFIS 2025 - Meira Clínica Médica LTDA - ano-calendário 2025.pdf"
"54","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Demonstrativo de cálculo do ITBI MYKONOS - nº 03 06 2026-948-0000089.pdf","Demonstrativo de cálculo do ITBI MYKONOS - nº 03 06 2026-948-0000089.pdf"
"55","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Demonstrativo de Pagamento de Salário IGESDF 10-2025 - Ana Carolina Miguel - CPF 090.941.686-93 - Matrícula 14931.pdf","Demonstrativo de Pagamento de Salário IGESDF 10-2025 - Ana Carolina Miguel - CPF 090.941.686-93 - Matrícula 14931.pdf"
"56","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Demonstrativo de pagamento salário IGESDF 09-2025 - Ana Carolina (contrato 14931).pdf","Demonstrativo de pagamento salário IGESDF 09-2025 - Ana Carolina (contrato 14931).pdf"
"57","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Estatuto da FHE - Portaria 986 de 18-09-2020 - DOU (contrato social).pdf","Estatuto da FHE - Portaria 986 de 18-09-2020 - DOU (contrato social).pdf"
"58","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato Conta Corrente - MEIRA C M EIRELI (2025-09-19).pdf","Extrato Conta Corrente - MEIRA C M EIRELI (2025-09-19).pdf"
"59","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato Conta Corrente - MEIRA C M EIRELI (últimos 6 meses).pdf","Extrato Conta Corrente - MEIRA C M EIRELI (últimos 6 meses).pdf"
"60","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato conta corrente PJ Meira C M Eireli - 2025-11 - Mykonos (2).pdf","Extrato conta corrente PJ Meira C M Eireli - 2025-11 - Mykonos (2).pdf"
"61","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato de conta corrente PJ - Meira C M Eireli - nov-dez 2025.pdf","Extrato de conta corrente PJ - Meira C M Eireli - nov-dez 2025.pdf"
"62","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato FGTS - Ana Carolina Miguel Meira e Silva - IGESDF 2023.pdf","Extrato FGTS - Ana Carolina Miguel Meira e Silva - IGESDF 2023.pdf"
"63","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato Funpresp-Jud - CNPB 2013.0017-38 (Maurício).pdf","Extrato Funpresp-Jud - CNPB 2013.0017-38 (Maurício).pdf"
"64","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato PJ 5 - Meira C M Eireli, conta corrente julho-agosto 2025.pdf","Extrato PJ 5 - Meira C M Eireli, conta corrente julho-agosto 2025.pdf"
"65","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato PJ Meira C M Eireli - Mykonos - junho-julho 2025.pdf","Extrato PJ Meira C M Eireli - Mykonos - junho-julho 2025.pdf"
"66","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato PJ Meira C M Eireli - set-out 2025.pdf","Extrato PJ Meira C M Eireli - set-out 2025.pdf"
"67","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Extrato Previdenciário Funpresp-Jud - MAURÍCIO 2026-01-08.pdf","Extrato Previdenciário Funpresp-Jud - MAURÍCIO 2026-01-08.pdf"
"68","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Fatura Telefônica Vivo - Mykonos - venc. 2025-05-26 - R$ 152,12.pdf","Fatura Telefônica Vivo - Mykonos - venc. 2025-05-26 - R$ 152,12.pdf"
"69","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Fatura Vivo Total venc. 2026-04-27 - R$ 380 (Mykonos).pdf","Fatura Vivo Total venc. 2026-04-27 - R$ 380 (Mykonos).pdf"
"70","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário atualização cadastral - Mykonos UH 505 - amortização R$ 325.597,15 (2026-05-22).pdf","Formulário atualização cadastral - Mykonos UH 505 - amortização R$ 325.597,15 (2026-05-22).pdf"
"71","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário atualização de dados cadastrais Mykonos - UH 505.docx","Formulário atualização de dados cadastrais Mykonos - UH 505.docx"
"72","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário cadastro clientes Ana assinado.pdf","Formulário cadastro clientes Ana assinado.pdf"
"73","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário de cadastro de clientes - Maurício - Reserva Mykonos.pdf","Formulário de cadastro de clientes - Maurício - Reserva Mykonos.pdf"
"74","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário de cadastro Mykonos - Maurício - assinado.pdf","Formulário de cadastro Mykonos - Maurício - assinado.pdf"
"75","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário I - comprador - financiamento imobiliário MCMV - Mykonos - Maurício Chiaramonte.pdf","Formulário I - comprador - financiamento imobiliário MCMV - Mykonos - Maurício Chiaramonte.pdf"
"76","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário I Comprador financiamento imobiliário - Maurício e Ana Carolina - assinado - Mykonos.pdf","Formulário I Comprador financiamento imobiliário - Maurício e Ana Carolina - assinado - Mykonos.pdf"
"77","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário III - autorização movimentação FGTS - Ana Carolina (Mykonos).pdf","Formulário III - autorização movimentação FGTS - Ana Carolina (Mykonos).pdf"
"78","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário III - autorização movimentação FGTS - Ana Carolina - Mykonos POUPEX.pdf","Formulário III - autorização movimentação FGTS - Ana Carolina - Mykonos POUPEX.pdf"
"79","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Formulário III POUPEX - Ana Carolina - linhas de crédito habitacional.docx","Formulário III POUPEX - Ana Carolina - linhas de crédito habitacional.docx"
"80","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Imóvel Noroeste antes da pandemia Mykonos.pdf","Imóvel Noroeste antes da pandemia Mykonos.pdf"
"81","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2024 - Ana Carolina - Declaração retificada (ano-calendário 2023).pdf","IRPF 2024 - Ana Carolina - Declaração retificada (ano-calendário 2023).pdf"
"82","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2024 Ana Carolina - Recibo retificadora nº 001.pdf","IRPF 2024 Ana Carolina - Recibo retificadora nº 001.pdf"
"83","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2024 ano-calendário 2023 - Maurício Augusto (com recibo).pdf","IRPF 2024 ano-calendário 2023 - Maurício Augusto (com recibo).pdf"
"84","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2025 (ano-calendário 2024) - Recibo de entrega - Maurício Augusto.pdf","IRPF 2025 (ano-calendário 2024) - Recibo de entrega - Maurício Augusto.pdf"
"85","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2025 - Ana Carolina - recibo da declaração retificadora nº 001.pdf","IRPF 2025 - Ana Carolina - recibo da declaração retificadora nº 001.pdf"
"86","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2025 - Maurício Augusto - Declaração.pdf","IRPF 2025 - Maurício Augusto - Declaração.pdf"
"87","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\IRPF 2025 retificada - Ana Carolina Miguel Meira e Silva.pdf","IRPF 2025 retificada - Ana Carolina Miguel Meira e Silva.pdf"
"88","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Matrícula 169719 UH 505 - imóvel Mykonos (ONR).pdf","Matrícula 169719 UH 505 - imóvel Mykonos (ONR).pdf"
"89","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Memória FUNPRESP-JUD patrimônio (2026-01-09).pdf","Memória FUNPRESP-JUD patrimônio (2026-01-09).pdf"
"90","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Minuta de contrato 05130003107470-1 - compra e venda com alienação fiduciária - Pró-Cotista (Mykonos).pdf","Minuta de contrato 05130003107470-1 - compra e venda com alienação fiduciária - Pró-Cotista (Mykonos).pdf"
"91","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Mykonos - comprovante de pagamento de boleto Engenharia - CAIXA - 2026-01-26.pdf","Mykonos - comprovante de pagamento de boleto Engenharia - CAIXA - 2026-01-26.pdf"
"92","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Mykonos - comprovante de pagamento R$ 105.942,00 UH 505 - FHE - 2026-01-12.pdf","Mykonos - comprovante de pagamento R$ 105.942,00 UH 505 - FHE - 2026-01-12.pdf"
"93","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Pesquisa de satisfação - condomínio Mykonos.docx","Pesquisa de satisfação - condomínio Mykonos.docx"
"94","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Pesquisa de satisfação Reserva Mykonos - FHE.pdf","Pesquisa de satisfação Reserva Mykonos - FHE.pdf"
"95","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Planta de arquitetura Reserva Mykonos - finais 5 e 9.pdf","Planta de arquitetura Reserva Mykonos - finais 5 e 9.pdf"
"96","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Proposta de financiamento imobiliário 154477 - Poupex Pró-Cotista - Mykonos (R$ 1.070.000).pdf","Proposta de financiamento imobiliário 154477 - Poupex Pró-Cotista - Mykonos (R$ 1.070.000).pdf"
"97","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Proposta de Financiamento Imobiliário Poupex nº 154477 - Mykonos - assinada.pdf","Proposta de Financiamento Imobiliário Poupex nº 154477 - Mykonos - assinada.pdf"
"98","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Recibo DEFIS 2026 ano-calendário 2025 - Meira Clínica Médica Ltda.pdf","Recibo DEFIS 2026 ano-calendário 2025 - Meira Clínica Médica Ltda.pdf"
"99","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Relatório de Simulação de Financiamento Poupex Pró-Cotista FGTS - Maurício e Ana Carolina (assinado).pdf","Relatório de Simulação de Financiamento Poupex Pró-Cotista FGTS - Maurício e Ana Carolina (assinado).pdf"
"100","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\RG_Ana Carolina.pdf","RG_Ana Carolina.pdf"
"101","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\RG_Maurício Augusto.pdf","RG_Maurício Augusto.pdf"
"102","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação CAIXA - financiamento imóvel R$ 1.585.690 - Mykonos - 2026-01-09.pdf","Simulação CAIXA - financiamento imóvel R$ 1.585.690 - Mykonos - 2026-01-09.pdf"
"103","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação de amortização Mykonos - empréstimo R$ 1.070.000 (SAC, 360 parcelas).pdf","Simulação de amortização Mykonos - empréstimo R$ 1.070.000 (SAC, 360 parcelas).pdf"
"104","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação de financiamento CAIXA - entrada R$ 700.000 - Mykonos (2026-01-02).pdf","Simulação de financiamento CAIXA - entrada R$ 700.000 - Mykonos (2026-01-02).pdf"
"105","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação de financiamento CAIXA - entrada R$ 750.000 - Mykonos (2026-01-02).pdf","Simulação de financiamento CAIXA - entrada R$ 750.000 - Mykonos (2026-01-02).pdf"
"106","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação de financiamento habitacional FGTS - Poupex Pró-Cotista (Mykonos).pdf","Simulação de financiamento habitacional FGTS - Poupex Pró-Cotista (Mykonos).pdf"
"107","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação financiamento CAIXA - imóvel R$ 1.585.690 - 2026-03-22.pdf","Simulação financiamento CAIXA - imóvel R$ 1.585.690 - 2026-03-22.pdf"
"108","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação financiamento CAIXA - Mykonos - entrada R$ 530.000 (2026-01-09).pdf","Simulação financiamento CAIXA - Mykonos - entrada R$ 530.000 (2026-01-09).pdf"
"109","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação parcela R$ 10.000 - Crédito imobiliário CAIXA MYKONOS (imóvel R$ 1.577.754).pdf","Simulação parcela R$ 10.000 - Crédito imobiliário CAIXA MYKONOS (imóvel R$ 1.577.754).pdf"
"110","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Tabela de preços Reserva Mykonos un. 505 e 509 - com desconto - até 2026-01-31.pdf","Tabela de preços Reserva Mykonos un. 505 e 509 - com desconto - até 2026-01-31.pdf"
"111","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Termo de Opção e Extrato Previdenciário Postalis - 2014-07-11.pdf","Termo de Opção e Extrato Previdenciário Postalis - 2014-07-11.pdf"
"112","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\1º Depósito.jpg","1º Depósito.jpg"
"113","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Cancelamento de consórcio Porto Seguro - contrato 1000781322 (Poupex).docx","Cancelamento de consórcio Porto Seguro - contrato 1000781322 (Poupex).docx"
"114","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Comparativo de imóveis - Reserva 22 x Reserva Douro - Poupex.pdf","Comparativo de imóveis - Reserva 22 x Reserva Douro - Poupex.pdf"
"115","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Confirmação de inscrição Poupex - Ilha Grande - protocolo 6561 - 2024-02-26.pdf","Confirmação de inscrição Poupex - Ilha Grande - protocolo 6561 - 2024-02-26.pdf"
"116","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Convênio POUPEX-TSE - extrato de contrato - DOU 2023-03-24.pdf","Convênio POUPEX-TSE - extrato de contrato - DOU 2023-03-24.pdf"
"117","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Edital FHE Residencial Ilha Grande - Bloco P (Poupex).pdf","Edital FHE Residencial Ilha Grande - Bloco P (Poupex).pdf"
"118","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Extrato financeiro consórcio Porto Seguro - grupo-cota I296-188.pdf","Extrato financeiro consórcio Porto Seguro - grupo-cota I296-188.pdf"
